timestamp,open,high,low,close,volume
2025-05-06,25361.07,25420.21,24961.18,25260.87,3288326
2025-05-07,26012.54,26186.19,25479.71,25891.29,4986046
2025-05-08,25669.82,26041.66,25177.69,25678.2,854465
2025-05-09,25253.8,25748.03,24753.46,25283.05,4589555
2025-05-10,24807.47,24973.01,24344.8,24694.86,4611403
2025-05-11,24656.29,25222.34,24526.28,24748.03,1093321
2025-05-12,24810.72,24963.76,24317.28,24823.64,4121284
2025-05-13,24655.87,24782.14,24450.25,24589.09,4298664
2025-05-14,24374.83,24632.84,24321.07,24573.29,1782220
2025-05-15,24324.35,24445.88,23844.36,24249.18,967388
2025-05-16,24774.05,24853.45,24520.57,24599.64,4179118
2025-05-17,24682.32,25287.04,24259.66,24900.66,3360259
2025-05-18,24278.34,24716.81,24191.28,24278.66,1235804
2025-05-19,24390.65,24880.28,24180.45,24436.27,1296149
2025-05-20,24621.08,24940.33,24337.48,24623.64,3791811
2025-05-21,25322.72,25489.59,24859.31,25074.96,2293115
2025-05-22,25851.35,26002.49,25342.67,25817.48,4027876
2025-05-23,26175.44,26268.38,25971.12,26119.49,1851074
2025-05-24,26044.52,26309.52,25339.59,25833.9,1809562
2025-05-25,25965.88,26381.82,25697.92,25953.87,3069829
2025-05-26,26118.0,26479.87,25809.77,25984.14,4469395
2025-05-27,25911.74,26224.2,25677.78,26078.96,4754566
2025-05-28,26073.1,26110.85,25823.81,25831.97,2177437
2025-05-29,26174.34,26245.0,25778.72,26164.63,813647
2025-05-30,26538.77,26746.35,26226.43,26299.17,1214799
2025-05-31,26221.54,26714.16,25990.05,26315.02,2140673
2025-06-01,26433.55,26511.41,25866.3,26372.64,2190708
2025-06-02,26168.29,26689.31,25686.69,26107.87,4909560
2025-06-03,26591.04,26902.66,25888.9,26380.43,4185363
2025-06-04,26607.41,27101.22,26115.99,26760.87,3167168
2025-06-05,27586.53,27954.63,27167.63,27442.14,2370564
2025-06-06,27511.92,27744.35,27118.72,27698.45,4537434
2025-06-07,28040.22,28397.12,27871.57,27968.46,3583227
2025-06-08,28414.08,28588.11,27822.59,28163.73,4054040
2025-06-09,28269.97,28487.51,28016.72,28218.77,1433852
2025-06-10,27955.49,28571.59,27543.28,28122.08,4210068
2025-06-11,28260.61,28659.86,27835.1,28192.05,2798044
2025-06-12,27963.91,28458.03,27304.07,27759.43,2003537
2025-06-13,27613.4,27876.02,27158.56,27843.25,1051976
2025-06-14,27294.4,27932.4,27030.78,27558.11,1191537
2025-06-15,26376.47,26925.93,26332.31,26530.25,4588671
2025-06-16,26575.57,26658.09,26114.58,26439.73,4843832
2025-06-17,26649.39,27250.38,26413.69,26836.24,1436034
2025-06-18,27858.37,28500.01,27778.03,27947.91,1381240
2025-06-19,28137.32,28740.81,27755.82,28300.71,315151
2025-06-20,28002.81,28523.58,27914.81,28035.04,3706948
2025-06-21,27614.84,28265.03,27176.7,27757.62,1794135
2025-06-22,27966.47,28315.36,27718.35,28107.53,1817390
2025-06-23,27092.68,27382.01,26868.74,26975.01,1332302
2025-06-24,27106.03,27529.91,26612.36,26928.55,4798094
2025-06-25,26401.13,26430.29,26148.29,26279.16,1651686
2025-06-26,25681.09,26157.54,25235.48,25601.83,2596541
2025-06-27,25500.62,25758.37,25080.0,25301.18,2566087
2025-06-28,24140.45,24572.44,23919.56,24121.95,2848629
2025-06-29,24408.6,24857.88,24089.11,24413.44,2753195
2025-06-30,25397.23,25841.18,24914.5,25315.43,266920
2025-07-01,25495.64,25706.25,25315.78,25473.51,4767037
2025-07-02,25944.05,25973.29,25535.47,25906.03,273944
2025-07-03,25782.36,26140.44,25360.67,25777.26,582598
2025-07-04,26721.54,27117.13,26290.0,26490.81,2842318
2025-07-05,26630.45,26925.6,26304.8,26711.47,511792
2025-07-06,26654.59,26785.73,26127.59,26555.98,4167295
2025-07-07,26454.98,27027.85,26408.74,26627.75,3379930
2025-07-08,26428.14,26714.04,26309.38,26460.78,2120828
2025-07-09,26415.52,26968.93,25949.44,26567.48,2239661
2025-07-10,26921.04,27613.37,26499.07,27151.23,4364224
2025-07-11,27383.68,27800.01,26808.22,27117.04,2343776
2025-07-12,26524.98,26977.72,26356.19,26566.56,775765
2025-07-13,26931.54,27364.18,26502.66,26752.45,4838119
2025-07-14,26764.11,26889.43,26363.73,26871.37,3794678
2025-07-15,28244.86,28456.94,28094.82,28181.99,551246
2025-07-16,27782.86,28313.72,27621.48,27781.01,3830415
2025-07-17,27842.08,28302.8,27754.82,27867.6,125159
2025-07-18,28421.49,29104.5,28392.1,28654.46,1772855
2025-07-19,28487.46,28862.74,28306.13,28487.78,552386
2025-07-20,28952.49,29211.61,28431.17,28856.45,3125600
2025-07-21,28470.76,29187.1,28317.64,28667.45,2059844
2025-07-22,27216.04,27342.65,27131.78,27155.25,3541351
2025-07-23,27138.37,27532.53,26468.51,26888.52,4752994
2025-07-24,27370.27,27664.81,27101.03,27636.99,390790
2025-07-25,26947.88,27565.22,26689.49,27149.34,1823601
2025-07-26,26299.39,26910.86,26031.97,26492.41,2101225
2025-07-27,26521.28,26979.92,26326.41,26609.44,1810158
2025-07-28,27052.59,27308.48,27002.87,27079.9,704313
2025-07-29,27597.81,28136.94,27349.17,27813.4,3553269
2025-07-30,28048.04,28700.27,28033.73,28191.38,2030815
2025-07-31,27894.58,28365.5,27755.65,27824.19,1373692
2025-08-01,27306.14,27423.98,26628.66,27113.5,2304210
2025-08-02,28220.2,28573.67,28098.07,28298.68,128195
2025-08-03,27870.6,28261.39,27818.64,28073.25,1892943
2025-08-04,28480.45,28777.8,28155.85,28402.79,4550609
2025-08-05,28358.43,28850.04,28155.76,28622.21,2900979
2025-08-06,28232.13,28639.52,28207.71,28332.16,600674
2025-08-07,28298.17,28895.2,27862.48,28329.3,3265031
2025-08-08,28813.5,29370.11,28307.93,28656.41,3979900
2025-08-09,28655.81,29166.29,28225.49,28508.99,598626
2025-08-10,29332.14,29883.13,29061.04,29061.64,1454012
2025-08-11,28245.22,28451.31,27975.55,28315.18,2340938
2025-08-12,27520.72,27766.25,27170.23,27511.11,4776996
2025-08-13,27434.33,28029.35,27171.8,27547.2,1292446
2025-08-14,27816.53,28016.62,27584.48,27836.18,1945145
2025-08-15,27790.24,27991.41,27356.74,27919.76,3268788
2025-08-16,27691.31,27772.08,27305.06,27662.78,3640302
2025-08-17,27973.3,28465.7,27525.75,27992.63,4890483
2025-08-18,28347.9,28976.88,27874.28,28445.53,4100016
2025-08-19,28828.1,28859.25,28651.06,28790.66,2626011
2025-08-20,28830.93,28965.01,28380.69,28808.06,1748207
2025-08-21,28206.51,28506.5,27680.49,28238.76,3866371
2025-08-22,28476.92,29070.53,28460.44,28717.17,4956646
2025-08-23,28922.06,28982.17,28466.26,28745.16,2120148
2025-08-24,28296.09,28818.21,28072.52,28341.75,414247
2025-08-25,28160.36,28751.78,27886.16,28282.7,2521636
2025-08-26,28267.58,28538.2,27743.8,28020.0,3625172
2025-08-27,28388.49,28869.83,27844.49,28201.32,2162658
2025-08-28,28605.88,29132.35,27972.71,28444.07,4019279
2025-08-29,28401.38,28808.28,27817.45,28227.61,1291599
2025-08-30,28902.5,29025.82,28561.03,28980.94,4054197
2025-08-31,29688.61,30066.4,28831.44,29411.47,1198399
2025-09-01,29898.96,30362.09,29679.52,29795.3,1697119
2025-09-02,29739.74,29970.13,29440.08,29580.39,3387219
2025-09-03,30046.42,30564.64,29327.08,29866.72,2911096
2025-09-04,30983.2,31398.34,30967.31,31146.74,4919707
2025-09-05,31423.55,32253.82,31135.45,31649.74,2910724
2025-09-06,31698.9,32185.73,31300.36,31762.76,595353
2025-09-07,32137.6,32628.74,31519.91,31951.9,2526130
2025-09-08,32037.55,32399.47,31339.57,31958.94,3602315
2025-09-09,33501.05,34146.99,32864.17,33198.2,4235835
2025-09-10,33890.64,34315.75,33416.24,33561.78,2561805
2025-09-11,33803.34,34404.38,33380.64,33893.27,519422
2025-09-12,34092.24,34727.38,33857.91,34271.54,2072985
2025-09-13,34272.46,35168.68,33704.3,34569.93,3673781
2025-09-14,34416.05,34680.46,34006.76,34387.55,1769563
2025-09-15,33053.89,33660.18,32811.13,33292.92,1531928
2025-09-16,33410.45,33567.32,33178.76,33182.07,675975
2025-09-17,33045.39,33439.88,32849.16,32872.77,321424
2025-09-18,33043.08,33523.3,32458.08,32970.15,2573503
2025-09-19,34012.72,34622.85,33451.58,34342.22,4347309
2025-09-20,33974.02,34410.91,33549.05,33738.89,3484638
2025-09-21,33057.18,33867.69,32722.85,33315.6,4046668
2025-09-22,34411.96,34506.02,33840.11,34442.07,1182865
2025-09-23,34673.97,35455.19,34120.21,34819.32,4717575
2025-09-24,34986.99,35204.71,34679.04,34750.24,4962805
2025-09-25,34358.61,35024.26,34071.11,34621.66,826584
2025-09-26,33996.37,34242.88,33328.41,34083.34,1237963
2025-09-27,34007.15,34023.64,33024.5,33686.3,3820438
2025-09-28,34557.8,34980.11,33921.82,34713.17,189413
2025-09-29,34438.71,35076.63,34305.04,34453.6,2459216
2025-09-30,33768.26,34034.24,33231.64,33998.21,704969
2025-10-01,33550.76,33920.0,33003.07,33250.96,4597720
2025-10-02,33511.49,34337.24,33120.11,33687.99,4231571
2025-10-03,33972.49,34646.78,33158.0,33828.81,1866457
2025-10-04,34137.55,34518.0,33432.67,34082.24,3073676
2025-10-05,34761.4,34924.22,34321.51,34851.6,3151821
2025-10-06,34386.85,35130.54,34151.51,34733.65,4606077
2025-10-07,34221.66,34284.08,33760.36,33967.88,2191371
2025-10-08,34407.33,35067.96,34093.77,34445.27,1512778
2025-10-09,34139.37,34634.54,33975.71,34109.19,2204232
2025-10-10,33910.57,34187.47,33424.87,33997.12,2560061
2025-10-11,33405.17,33891.91,33122.51,33560.22,1275744
2025-10-12,31998.46,32521.11,31873.52,32040.48,3576786
2025-10-13,33041.27,33494.15,32793.18,32917.77,3241965
2025-10-14,32408.2,32998.83,31865.46,32334.9,4766781
2025-10-15,32441.73,32533.57,31937.85,32131.87,1209605
2025-10-16,32139.41,32574.21,31561.12,31828.55,4697140
2025-10-17,32692.48,32935.59,32133.63,32742.04,2352190
2025-10-18,32495.41,32920.0,32237.15,32630.1,1526270
2025-10-19,31884.21,31957.8,31749.76,31827.93,2737901
2025-10-20,32435.12,32773.12,32167.83,32390.38,788678
2025-10-21,32063.24,32611.11,31946.91,32071.83,4975599
2025-10-22,31495.37,32223.37,31190.08,31644.42,2459386
2025-10-23,31811.68,32423.31,31230.44,32105.79,4391308
2025-10-24,31184.71,31584.08,30298.57,30893.82,827899
2025-10-25,30665.46,30954.65,30285.13,30829.55,4022900
2025-10-26,31846.46,32427.09,31585.81,31616.56,4559762
2025-10-27,32131.19,32237.8,31663.21,31996.26,2532284
2025-10-28,32561.2,32692.78,31914.98,32517.12,710279
2025-10-29,32083.67,32198.96,31689.88,32132.42,1835953
2025-10-30,32869.13,33169.16,32697.78,33027.33,1478322
2025-10-31,33811.33,34017.14,33283.9,33750.51,4143815
2025-11-01,33342.89,33816.67,33145.97,33338.79,282570
2025-11-02,33956.9,34500.79,33386.3,33742.14,1221280
