timestamp,open,high,low,close,volume
2025-05-06,4303.82,4316.42,4207.36,4274.01,380358
2025-05-07,4335.88,4394.12,4232.94,4310.59,196264
2025-05-08,4185.49,4252.77,4131.36,4175.02,3323057
2025-05-09,4112.66,4212.12,4044.0,4135.73,861046
2025-05-10,4016.18,4062.57,3987.26,4042.58,2059850
2025-05-11,4175.92,4189.97,4171.53,4174.58,2576802
2025-05-12,4246.79,4272.88,4196.59,4246.88,3519891
2025-05-13,4367.09,4439.91,4275.02,4335.42,3345431
2025-05-14,4502.35,4547.02,4424.72,4494.55,1541721
2025-05-15,4549.02,4642.96,4508.43,4554.15,1161181
2025-05-16,4532.0,4534.41,4413.71,4490.85,4830656
2025-05-17,4707.5,4741.6,4659.3,4679.11,432939
2025-05-18,4681.8,4685.01,4597.1,4663.02,1622694
2025-05-19,4467.03,4539.12,4426.67,4461.44,107469
2025-05-20,4456.15,4550.95,4443.11,4470.44,4980031
2025-05-21,4557.28,4635.52,4538.56,4562.5,4412135
2025-05-22,4667.26,4714.33,4630.8,4703.09,461219
2025-05-23,4689.58,4707.53,4571.21,4655.99,467871
2025-05-24,4526.04,4580.53,4514.26,4552.82,1563700
2025-05-25,4575.74,4620.62,4523.05,4536.57,2053556
2025-05-26,4607.33,4696.61,4553.02,4628.84,4759211
2025-05-27,4789.51,4817.24,4742.85,4751.91,4029000
2025-05-28,4692.0,4778.62,4598.33,4668.75,680448
2025-05-29,4456.55,4554.85,4435.74,4483.28,2327713
2025-05-30,4390.82,4446.29,4310.76,4426.23,1469988
2025-05-31,4357.98,4432.83,4283.81,4340.4,1454537
2025-06-01,4190.82,4265.55,4160.98,4229.42,1759654
2025-06-02,4252.67,4371.24,4239.59,4286.78,2264994
2025-06-03,4426.7,4453.65,4366.01,4384.86,2749154
2025-06-04,4342.67,4415.15,4255.0,4335.13,1661741
2025-06-05,4292.71,4335.67,4275.65,4332.73,425660
2025-06-06,4389.2,4413.45,4332.6,4368.44,3223346
2025-06-07,4453.19,4546.79,4439.68,4495.85,2995709
2025-06-08,4534.25,4623.27,4455.0,4573.43,2359157
2025-06-09,4518.32,4591.79,4462.43,4486.19,1772893
2025-06-10,4530.06,4601.1,4477.75,4561.45,3217790
2025-06-11,4574.99,4640.14,4531.67,4569.18,3413293
2025-06-12,4385.59,4470.74,4347.41,4381.55,4991025
2025-06-13,4281.52,4319.32,4262.85,4291.99,4326526
2025-06-14,4146.03,4232.04,4115.71,4162.49,1885246
2025-06-15,3989.26,4026.67,3955.78,4004.19,2534205
2025-06-16,3987.22,4009.36,3909.29,4008.4,3154084
2025-06-17,3955.28,3976.78,3911.61,3960.85,4675132
2025-06-18,3911.63,3980.89,3865.67,3950.65,728899
2025-06-19,3950.78,3967.72,3892.22,3952.67,274596
2025-06-20,3993.33,4035.82,3966.05,4006.49,4835417
2025-06-21,3958.13,3984.01,3891.79,3980.45,1029477
2025-06-22,4012.77,4022.14,3928.02,3993.09,631283
2025-06-23,3934.85,4036.32,3863.51,3966.3,1896999
2025-06-24,4011.45,4043.31,3968.27,4016.8,366324
2025-06-25,4049.57,4103.55,3995.33,4016.08,1564012
2025-06-26,4001.21,4054.4,3924.02,4007.35,2793218
2025-06-27,4005.66,4061.01,3986.78,4014.85,4079367
2025-06-28,4088.14,4124.37,3988.32,4066.98,4617516
2025-06-29,4183.28,4260.26,4089.32,4156.21,274008
2025-06-30,4133.51,4218.22,4054.73,4149.98,2813869
2025-07-01,4124.62,4181.17,4052.14,4158.65,341638
2025-07-02,4154.92,4255.47,4126.26,4188.78,2521964
2025-07-03,4249.85,4316.65,4232.38,4243.22,1803962
2025-07-04,4058.99,4067.98,4012.08,4067.15,3713385
2025-07-05,3968.19,4029.05,3961.39,4000.21,3671504
2025-07-06,3832.71,3837.73,3757.93,3829.0,3733377
2025-07-07,3782.43,3812.68,3737.3,3785.32,1143750
2025-07-08,3879.12,3888.14,3779.57,3850.08,3234869
2025-07-09,3975.7,4022.07,3962.98,3999.16,1124219
2025-07-10,3947.38,4010.44,3938.39,3967.01,3553079
2025-07-11,4129.01,4184.96,4056.36,4166.73,2180167
2025-07-12,4160.92,4215.5,4113.67,4140.87,3969582
2025-07-13,4188.8,4248.66,4145.62,4199.11,3711295
2025-07-14,4229.5,4253.0,4170.38,4203.9,3011780
2025-07-15,4381.15,4413.78,4336.24,4355.9,2778276
2025-07-16,4387.6,4481.41,4315.64,4422.32,2707865
2025-07-17,4293.98,4399.23,4229.5,4336.7,4736079
2025-07-18,4302.59,4353.65,4261.66,4322.44,3834668
2025-07-19,4317.15,4329.0,4267.61,4295.45,1155960
2025-07-20,4241.09,4332.09,4237.94,4265.77,1155584
2025-07-21,4282.71,4331.19,4275.44,4285.93,2871723
2025-07-22,4242.89,4324.41,4181.19,4223.95,4484880
2025-07-23,4156.28,4186.69,4091.05,4140.31,3867039
2025-07-24,4063.33,4111.47,3995.95,4059.3,1729514
2025-07-25,3983.57,4047.56,3921.97,4003.25,3762052
2025-07-26,4056.28,4117.16,3988.36,4043.16,4107884
2025-07-27,3958.77,3989.44,3896.96,3943.98,2953307
2025-07-28,3927.8,3952.28,3860.31,3921.42,2189463
2025-07-29,3862.67,3904.22,3860.95,3882.2,2900566
2025-07-30,3806.32,3881.96,3709.51,3776.68,507267
2025-07-31,3892.77,3941.08,3786.74,3855.97,3682583
2025-08-01,3825.99,3854.74,3784.14,3849.34,3542965
2025-08-02,3865.06,3913.15,3786.01,3858.67,2716721
2025-08-03,3836.62,3857.19,3761.76,3817.65,3169685
2025-08-04,3744.9,3776.27,3734.84,3740.13,1210153
2025-08-05,3735.34,3773.26,3725.24,3738.03,783282
2025-08-06,3677.78,3766.92,3622.02,3714.05,1362477
2025-08-07,3830.9,3857.41,3770.16,3798.51,3109544
2025-08-08,3865.69,3967.81,3864.0,3898.32,2690183
2025-08-09,3935.05,4027.88,3902.63,3953.24,3489161
2025-08-10,3972.37,3992.94,3926.83,3952.48,924333
2025-08-11,3953.45,4001.72,3946.12,3974.49,2343379
2025-08-12,3867.24,3922.07,3865.96,3888.42,4758923
2025-08-13,3935.09,4010.3,3894.76,3960.66,2131598
2025-08-14,3881.11,3950.51,3779.86,3854.4,2081388
2025-08-15,3769.51,3814.25,3719.05,3733.24,413185
